Candidate Name,Party Name,Office Name,Town Name,Vote Totals,Local District
Cooper and Meyer,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Cummings and Romanoff,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Deame and Long,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
De La Fuente and Steinberg,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Evans and Fitch,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Fox and Kushner,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Hoefling and Schulin,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Kotlikoff and Leamer,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
La Riva and Puryear,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Maldonado and Terranova,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
McMullin and Johnson,Write-In,Presidential Electors for,Suffield,17,Suffield Middle School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Skewes and Lacy,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Smith and White,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Wu and Wu,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Clinton and Kaine,Democratic Party,Presidential Electors for,Thomaston,1152,Lena Morton Art Gallery
Trump and Pence,Republican Party,Presidential Electors for,Thomaston,2616,Lena Morton Art Gallery
Johnson and Weld,Libertarian Party,Presidential Electors for,Thomaston,152,Lena Morton Art Gallery
Stein and Baraka,Green Party,Presidential Electors for,Thomaston,50,Lena Morton Art Gallery
Basiago and Kinnison,Write-In,Presidential Electors for,Thomaston,1,Lena Morton Art Gallery
Blumenthal and Blair,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Buchanan and Washington,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Castle and Bradley,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Cooper and Meyer,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Cummings and Romanoff,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Deame and Long,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
De La Fuente and Steinberg,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Evans and Fitch,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Fox and Kushner,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Hoefling and Schulin,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Kotlikoff and Leamer,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
La Riva and Puryear,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Maldonado and Terranova,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
McMullin and Johnson,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Skewes and Lacy,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Smith and White,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Wu and Wu,Write-In,Presidential Electors for,Thomaston,0,Lena Morton Art Gallery
Clinton and Kaine,Democratic Party,Presidential Electors for,Thompson,716,Community Room Town Hall
Trump and Pence,Republican Party,Presidential Electors for,Thompson,1163,Community Room Town Hall
Johnson and Weld,Libertarian Party,Presidential Electors for,Thompson,89,Community Room Town Hall
Stein and Baraka,Green Party,Presidential Electors for,Thompson,28,Community Room Town Hall
Basiago and Kinnison,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Blumenthal and Blair,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Buchanan and Washington,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Castle and Bradley,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Cooper and Meyer,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Cummings and Romanoff,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Deame and Long,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
De La Fuente and Steinberg,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Evans and Fitch,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Fox and Kushner,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Hoefling and Schulin,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Kotlikoff and Leamer,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
La Riva and Puryear,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Maldonado and Terranova,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
McMullin and Johnson,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Skewes and Lacy,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Smith and White,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Wu and Wu,Write-In,Presidential Electors for,Thompson,0,Community Room Town Hall
Clinton and Kaine,Democratic Party,Presidential Electors for,Thompson,255,East Thompson Fire Station
Trump and Pence,Republican Party,Presidential Electors for,Thompson,578,East Thompson Fire Station
Johnson and Weld,Libertarian Party,Presidential Electors for,Thompson,42,East Thompson Fire Station
Stein and Baraka,Green Party,Presidential Electors for,Thompson,13,East Thompson Fire Station
Basiago and Kinnison,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Blumenthal and Blair,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Buchanan and Washington,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Castle and Bradley,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Cooper and Meyer,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Cummings and Romanoff,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Deame and Long,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
De La Fuente and Steinberg,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Evans and Fitch,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Fox and Kushner,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Hoefling and Schulin,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Kotlikoff and Leamer,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
La Riva and Puryear,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Maldonado and Terranova,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
McMullin and Johnson,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Skewes and Lacy,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Smith and White,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Wu and Wu,Write-In,Presidential Electors for,Thompson,0,East Thompson Fire Station
Clinton and Kaine,Democratic Party,Presidential Electors for,Thompson,229,Quinebaug Volunteer Fire Department
Trump and Pence,Republican Party,Presidential Electors for,Thompson,418,Quinebaug Volunteer Fire Department
Johnson and Weld,Libertarian Party,Presidential Electors for,Thompson,33,Quinebaug Volunteer Fire Department
Stein and Baraka,Green Party,Presidential Electors for,Thompson,6,Quinebaug Volunteer Fire Department
Basiago and Kinnison,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Blumenthal and Blair,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Buchanan and Washington,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Castle and Bradley,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Cooper and Meyer,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Cummings and Romanoff,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Deame and Long,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
De La Fuente and Steinberg,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Evans and Fitch,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Fox and Kushner,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Hoefling and Schulin,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Kotlikoff and Leamer,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
La Riva and Puryear,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Maldonado and Terranova,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
McMullin and Johnson,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Skewes and Lacy,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Smith and White,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Wu and Wu,Write-In,Presidential Electors for,Thompson,0,Quinebaug Volunteer Fire Department
Clinton and Kaine,Democratic Party,Presidential Electors for,Thompson,379,Thompson Hill Fire Station
Trump and Pence,Republican Party,Presidential Electors for,Thompson,487,Thompson Hill Fire Station
Johnson and Weld,Libertarian Party,Presidential Electors for,Thompson,52,Thompson Hill Fire Station
Stein and Baraka,Green Party,Presidential Electors for,Thompson,19,Thompson Hill Fire Station
Basiago and Kinnison,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Blumenthal and Blair,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Buchanan and Washington,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Castle and Bradley,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Cooper and Meyer,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Cummings and Romanoff,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Deame and Long,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
De La Fuente and Steinberg,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Evans and Fitch,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Fox and Kushner,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Hoefling and Schulin,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Kotlikoff and Leamer,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
La Riva and Puryear,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Maldonado and Terranova,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
McMullin and Johnson,Write-In,Presidential Electors for,Thompson,1,Thompson Hill Fire Station
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Skewes and Lacy,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Smith and White,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Wu and Wu,Write-In,Presidential Electors for,Thompson,0,Thompson Hill Fire Station
Clinton and Kaine,Democratic Party,Presidential Electors for,Tolland,1599,The Gym At Tolland Recreation Center 1
Trump and Pence,Republican Party,Presidential Electors for,Tolland,1513,The Gym At Tolland Recreation Center 1
Johnson and Weld,Libertarian Party,Presidential Electors for,Tolland,167,The Gym At Tolland Recreation Center 1
Stein and Baraka,Green Party,Presidential Electors for,Tolland,57,The Gym At Tolland Recreation Center 1
Basiago and Kinnison,Write-In,Presidential Electors for,Tolland,1,The Gym At Tolland Recreation Center 1
Blumenthal and Blair,Write-In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 1
Buchanan and Washington,Write-In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 1
Castle and Bradley,Write-In,Presidential Electors for,Tolland,2,The Gym At Tolland Recreation Center 1
Cooper and Meyer,Write-In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 1
Cummings and Romanoff,Write-In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 1
Deame and Long,Write-In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 1
De La Fuente and Steinberg,Write-In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 1
Evans and Fitch,Write-In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 1
